created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 20:36:49 +0000 2020,2221,[],1252335434249539584,,,677,8612,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",401638876,2819,4943,Sun Oct 30 21:15:37 +0000 2011,Twitter for iPhone
Mon Apr 20 20:36:52 +0000 2020,6569,[],1252335445637312512,,,6303,9012,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",4833335482,333,134,Thu Jan 21 17:03:09 +0000 2016,Twitter for iPhone
Mon Apr 20 20:36:55 +0000 2020,6561,[],1252335458119540737,,,9742,3100,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",60176361,318,541,Sat Jul 25 23:26:09 +0000 2009,Twitter for iPhone
Mon Apr 20 20:37:02 +0000 2020,14,[],1252335487542530056,,,7675,837,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",955894226948120577,88,118,Tue Jan 23 20:05:18 +0000 2018,Twitter for iPad
Mon Apr 20 20:37:02 +0000 2020,3036,[],1252335489983614977,,,6018,7296,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",782674364,2362,3965,Sun Aug 26 15:41:34 +0000 2012,Twitter for iPhone
Mon Apr 20 20:37:08 +0000 2020,8177,[],1252335515761770497,,,3986,7842,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1188828962778169346,2585,1792,Mon Oct 28 14:44:59 +0000 2019,Twitter for Android
Mon Apr 20 20:37:12 +0000 2020,7611,[Coronavirus],1252335532362870786,,,4263,6422,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",19652486,1777,1313,Wed Jan 28 13:58:59 +0000 2009,Twitter Web App
Mon Apr 20 20:37:17 +0000 2020,8480,[],1252335552893980673,,,7305,3801,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",746710053131063296,39,301,Sat Jun 25 14:22:04 +0000 2016,Twitter for Android
Mon Apr 20 20:37:19 +0000 2020,875,[],1252335558669426696,,,9786,90,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",107268001,18,251,Fri Jan 22 01:24:16 +0000 2010,Twitter for iPhone
Mon Apr 20 20:37:20 +0000 2020,1900,[],1252335563379621888,,,3289,3546,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",900214307937538054,666,756,Wed Aug 23 04:33:10 +0000 2017,Twitter for iPhone
Mon Apr 20 20:37:21 +0000 2020,9413,[],1252335569843167234,,,5093,6875,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",2384651851,314,593,Wed Mar 12 04:09:17 +0000 2014,Twitter for Android
Mon Apr 20 20:37:24 +0000 2020,4084,"[طبق_القدرات_للثانويه_ياريس, طبق_القدرات_للثانويه_ياريس]",1252335581717282816,,,2172,2673,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1251884498142322690,2,9,Sun Apr 19 14:45:17 +0000 2020,Twitter for Android
Mon Apr 20 20:37:24 +0000 2020,5683,[],1252335582468018179,,,5463,7057,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",2280409683,432,211,Tue Jan 14 02:02:49 +0000 2014,Twitter for iPhone
