created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 20:29:26 +0000 2020,1943,[PyaarKarona],1252333574428282883,,,9983,7041,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",2156430827,344,422,Sun Oct 27 23:24:04 +0000 2013,Twitter for Android
Mon Apr 20 20:29:29 +0000 2020,6614,[],1252333588428832769,1252332672111783942,91882544,2581,8905,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1213801268222627840,58,180,Sun Jan 05 12:35:59 +0000 2020,Twitter for Android
Mon Apr 20 20:29:29 +0000 2020,9032,[],1252333590949572609,1252305619022798848,49698134,6031,3397,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1229736944462127105,489,628,Tue Feb 18 11:58:40 +0000 2020,Twitter Web App
Mon Apr 20 20:29:30 +0000 2020,8258,[],1252333591847227395,,,853,2466,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1140391315693346819,44,66,Sun Jun 16 22:50:51 +0000 2019,Twitter for Android
Mon Apr 20 20:29:31 +0000 2020,9169,[],1252333596645429248,,,4064,755,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",870459348094517249,2888,4225,Fri Jun 02 01:57:35 +0000 2017,Twitter for iPad
Mon Apr 20 20:29:31 +0000 2020,5738,[],1252333597035581441,1251850326329745410,125375423,3962,2311,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",2383213466,571,572,Tue Mar 11 05:27:56 +0000 2014,Twitter for Android
Mon Apr 20 20:29:34 +0000 2020,524,[],1252333608544669696,,,349,6498,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",3270322404,420,580,Mon Jul 06 21:45:12 +0000 2015,Twitter for Android
Mon Apr 20 20:29:35 +0000 2020,3891,[],1252333613749764102,,,8761,3893,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1083779439744483329,232,215,Fri Jan 11 17:35:28 +0000 2019,Twitter Web App
Mon Apr 20 20:29:36 +0000 2020,7715,[],1252333618103554050,,,2608,2055,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",880818095786524673,47068,47451,Fri Jun 30 15:59:33 +0000 2017,Twitter for iPad
Mon Apr 20 20:29:38 +0000 2020,8907,[],1252333626542489612,,,6770,7743,"<a href=\"http://publicize.wp.com/\" rel=\"nofollow\">WordPress.com</a>",239450648,3349,1401,Mon Jan 17 17:12:27 +0000 2011,WordPress.com
