created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 15:20:23 +0000 2020,27,[],1252255802175430656,,,267,2409,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",1075215441314922498,59,345,Wed Dec 19 02:25:12 +0000 2018,Twitter for iPad
Mon Apr 20 15:20:26 +0000 2020,1595,[],1252255813311365122,,,3923,6982,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",66556127,440,1080,Tue Aug 18 01:34:11 +0000 2009,Twitter for iPhone
Mon Apr 20 15:20:27 +0000 2020,473,[],1252255819577659402,,,2187,6187,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1251207675364495362,23,22,Fri Apr 17 17:55:45 +0000 2020,Twitter for iPhone
Mon Apr 20 15:20:30 +0000 2020,8683,[],1252255832366080000,,,6753,5793,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",985232849975545856,1191,834,Sat Apr 14 19:06:30 +0000 2018,Twitter for iPhone
Mon Apr 20 15:20:31 +0000 2020,8149,[],1252255833292972036,,,8055,5968,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",711673498817728512,6465,6272,Sun Mar 20 21:59:19 +0000 2016,Twitter for iPad
Mon Apr 20 15:20:32 +0000 2020,2457,[],1252255840503021571,,,4352,8426,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",87159722,355,295,Tue Nov 03 10:11:08 +0000 2009,Twitter for Android
Mon Apr 20 15:20:34 +0000 2020,399,[],1252255848077897734,,,4757,7509,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",135315920,1059,5000,Tue Apr 20 23:48:39 +0000 2010,Twitter Web App
Mon Apr 20 15:20:35 +0000 2020,2799,[],1252255852016226305,,,5617,8899,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",830756287713382400,48,36,Sun Feb 12 12:31:48 +0000 2017,Twitter for iPhone
Mon Apr 20 15:20:41 +0000 2020,6770,"[truth, DasBild, GreatAwakening]",1252255877207224322,,,7279,6238,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",988926541953298432,3382,2847,Tue Apr 24 23:43:55 +0000 2018,Twitter for iPhone
Mon Apr 20 15:20:42 +0000 2020,5074,"[COVID19, corona, encinitas, sandiego]",1252255881368133638,,,2574,4829,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",997160678904483840,188,421,Thu May 17 17:03:26 +0000 2018,Twitter for iPhone
Mon Apr 20 15:20:45 +0000 2020,5004,[],1252255893665832964,,,6997,3273,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1250879940746149889,1,5,Thu Apr 16 20:13:44 +0000 2020,Twitter for Android
Mon Apr 20 15:20:47 +0000 2020,7861,[],1252255901148483587,1252255835415351302,1150560024680443905,9406,6870,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1211103108954116097,414,159,Sun Dec 29 01:54:30 +0000 2019,Twitter for iPhone
Mon Apr 20 15:20:49 +0000 2020,3523,[],1252255908798873606,,,6673,2375,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1219434515610783744,51,318,Tue Jan 21 01:40:38 +0000 2020,Twitter for Android
Mon Apr 20 15:20:52 +0000 2020,6252,[],1252255924581998595,,,5371,2004,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1048750959050932224,1183,1792,Sun Oct 07 01:44:48 +0000 2018,Twitter for iPhone
