created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 20:36:48 +0000 2020,8108,[],1252335428180381697,,,9408,1155,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",2361509209,46,77,Tue Feb 25 18:48:58 +0000 2014,Twitter Web Client
Mon Apr 20 20:36:53 +0000 2020,9239,[طبق_القدرات_للثانويه_ياريس],1252335451173728257,,,9148,4856,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1251884498142322690,2,9,Sun Apr 19 14:45:17 +0000 2020,Twitter for Android
Mon Apr 20 20:37:05 +0000 2020,4579,[],1252335502386237441,,,7442,7253,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",866099303118499840,3207,804,Sun May 21 01:12:20 +0000 2017,Twitter for iPhone
Mon Apr 20 20:37:07 +0000 2020,4974,[],1252335511227809793,,,923,260,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",18730629,2151,960,Wed Jan 07 18:02:37 +0000 2009,Twitter for iPhone
Mon Apr 20 20:37:16 +0000 2020,591,[],1252335548880031745,,,268,753,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",724391580,693,905,Sun Jul 29 18:05:02 +0000 2012,Twitter for Android
Mon Apr 20 20:37:21 +0000 2020,5243,[],1252335570686181383,,,4091,843,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",34694157,827,700,Thu Apr 23 18:53:03 +0000 2009,Twitter for iPhone
Mon Apr 20 20:37:22 +0000 2020,4644,[],1252335573324316673,,,8297,6869,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1094415132170555392,143,75,Sun Feb 10 01:57:55 +0000 2019,Twitter for iPhone
Mon Apr 20 20:37:23 +0000 2020,518,[],1252335578726596608,,,5836,3856,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",817751664,666,286,Tue Sep 11 16:38:04 +0000 2012,Twitter for iPhone
Mon Apr 20 20:37:26 +0000 2020,5791,[],1252335589082439683,1252334748669816832,92137078,6918,1314,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",907005074,239,915,Fri Oct 26 23:50:11 +0000 2012,Twitter for iPhone
Mon Apr 20 20:37:27 +0000 2020,524,[],1252335592748113920,,,4582,3302,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",3270932647,223,960,Tue Jul 07 10:55:56 +0000 2015,Twitter for Android
