created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 20:22:14 +0000 2020,4199,[],1252331764678352897,,,9305,4532,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",246609900,439,493,Thu Feb 03 03:17:19 +0000 2011,Twitter for iPhone
Mon Apr 20 20:22:15 +0000 2020,2184,[],1252331768088330242,,,4198,9921,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",930732597973528577,78,266,Wed Nov 15 09:41:58 +0000 2017,Twitter for Android
Mon Apr 20 20:22:16 +0000 2020,7640,[],1252331771057909762,,,990,3824,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1850177839,311,2659,Tue Sep 10 02:54:10 +0000 2013,Twitter for Android
Mon Apr 20 20:22:17 +0000 2020,8326,[],1252331775180918785,,,5653,3228,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1214126964451135490,40,155,Mon Jan 06 10:10:17 +0000 2020,Twitter for Android
Mon Apr 20 20:22:17 +0000 2020,5054,[],1252331775239454720,,,1185,5333,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",839800928165216258,703,1453,Thu Mar 09 11:31:58 +0000 2017,Twitter Web App
Mon Apr 20 20:22:25 +0000 2020,6653,[],1252331811243507712,,,8372,3486,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",227815147,703,527,Fri Dec 17 22:08:16 +0000 2010,Twitter for iPhone
Mon Apr 20 20:22:28 +0000 2020,8467,[],1252331823876710400,1252261643914018817,913431260554567680,9928,4438,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",210333772,190,1086,Sun Oct 31 05:13:43 +0000 2010,Twitter for Android
Mon Apr 20 20:22:31 +0000 2020,9278,[],1252331835453050880,,,1146,4698,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1238102977149382656,22,13,Thu Mar 12 14:02:25 +0000 2020,Twitter for Android
Mon Apr 20 20:22:34 +0000 2020,2434,[],1252331849633980424,,,1816,7676,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1233817567246110721,1,33,Sat Feb 29 18:14:00 +0000 2020,Twitter Web App
Mon Apr 20 20:22:35 +0000 2020,2986,[OilPrice],1252331852599263232,,,535,1285,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",799359538193399808,1365,897,Thu Nov 17 21:12:20 +0000 2016,Twitter for Android
Mon Apr 20 20:22:36 +0000 2020,6461,[],1252331854948163584,,,6815,6316,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",972937578,3749,2415,Tue Nov 27 00:08:42 +0000 2012,Twitter for iPhone
Mon Apr 20 20:22:38 +0000 2020,298,[],1252331867027771396,,,1108,9241,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",254199414,382,321,Fri Feb 18 20:27:45 +0000 2011,Twitter for Android
Mon Apr 20 20:22:40 +0000 2020,1086,[],1252331874774474752,,,5029,8431,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1252007650411212801,3,44,Sun Apr 19 22:54:32 +0000 2020,Twitter for Android
Mon Apr 20 20:22:42 +0000 2020,6969,[],1252331883851067392,,,7300,5691,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1245061113689116672,3,55,Tue Mar 31 18:51:33 +0000 2020,Twitter Web App
Mon Apr 20 20:22:48 +0000 2020,830,[OilPrice],1252331908954050560,,,177,2230,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1174129115332534277,72,88,Wed Sep 18 01:13:09 +0000 2019,Twitter for Android
Mon Apr 20 20:22:50 +0000 2020,5663,[],1252331915169927168,,,4409,8629,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",725469518,68885,2815,Mon Jul 30 06:41:53 +0000 2012,Twitter for Android
Mon Apr 20 20:22:53 +0000 2020,7812,[],1252331928440786951,,,4194,1487,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",454791402,478,1175,Wed Jan 04 11:34:39 +0000 2012,Twitter for iPhone
Mon Apr 20 20:22:54 +0000 2020,1995,[],1252331930189795330,1252331152708378628,2257767602,9698,7805,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",2257767602,1324,52,Sun Dec 22 14:15:06 +0000 2013,Twitter Web App
Mon Apr 20 20:22:55 +0000 2020,6059,[],1252331935512346630,,,5868,3585,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1229123119291473920,13,81,Sun Feb 16 19:19:41 +0000 2020,Twitter for Android
Mon Apr 20 20:23:00 +0000 2020,2733,[],1252331958350331905,,,2592,8239,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",48008778,1795,1586,Wed Jun 17 16:05:24 +0000 2009,Twitter for iPhone
