created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 20:22:11 +0000 2020,7134,[],1252331752816771072,,,8280,7389,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",594302329,933,770,Wed May 30 04:38:01 +0000 2012,Twitter for iPhone
Mon Apr 20 20:22:20 +0000 2020,361,[],1252331789823225858,,,1394,2012,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1052464217847201793,9,74,Wed Oct 17 07:39:58 +0000 2018,Twitter for iPhone
Mon Apr 20 20:22:27 +0000 2020,4575,[],1252331820588417025,1252312265791070210,1528080704,7101,2545,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",901487336982237184,9420,9238,Sat Aug 26 16:51:44 +0000 2017,Twitter for iPad
Mon Apr 20 20:22:31 +0000 2020,3135,[],1252331834798739458,,,7274,8287,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",591146852,81,316,Sat May 26 18:35:49 +0000 2012,Twitter Web App
Mon Apr 20 20:22:32 +0000 2020,7802,[OilPrice],1252331841475969030,,,7755,6339,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1243136719416963084,236,1247,Thu Mar 26 11:24:51 +0000 2020,Twitter Web App
Mon Apr 20 20:22:38 +0000 2020,600,[],1252331866373402627,1252329177715482630,397739188,8269,4285,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",187265417,310,615,Sun Sep 05 18:59:43 +0000 2010,Twitter for iPhone
Mon Apr 20 20:22:40 +0000 2020,7540,[],1252331872945725440,,,6868,5474,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",953951960985624576,512,0,Thu Jan 18 11:27:25 +0000 2018,Twitter for Android
Mon Apr 20 20:22:41 +0000 2020,4645,[],1252331877266075651,,,3003,8844,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",50737587,863,1911,Thu Jun 25 19:13:59 +0000 2009,Twitter for iPhone
Mon Apr 20 20:22:43 +0000 2020,1229,[],1252331885499482115,,,8366,9816,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",774622114729041920,521,100,Sat Sep 10 14:54:38 +0000 2016,Twitter for iPhone
Mon Apr 20 20:22:44 +0000 2020,1293,[],1252331888485728261,1252329084723630085,436818035,1890,7797,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",316509126,60,229,Mon Jun 13 15:16:58 +0000 2011,Twitter for iPhone
Mon Apr 20 20:22:47 +0000 2020,8958,[],1252331904688443392,,,4430,4167,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",3678878175,4109,4973,Wed Sep 16 21:45:10 +0000 2015,Twitter Web App
Mon Apr 20 20:22:48 +0000 2020,1123,[OilPrice],1252331908370964483,,,8446,2838,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1528227500,96,34,Tue Jun 18 16:35:31 +0000 2013,Twitter for Android
Mon Apr 20 20:22:56 +0000 2020,9011,[],1252331939207544832,,,6852,6578,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",307435023,24,115,Sun May 29 16:44:02 +0000 2011,Twitter for iPhone
