created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 15:08:18 +0000 2020,67,[onlyfans],1252252761296691200,,,4034,5749,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",2840109671,822,1770,Tue Oct 21 14:54:08 +0000 2014,Twitter for Android
Mon Apr 20 15:08:19 +0000 2020,6990,[],1252252764429680641,,,1208,3860,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",18849779,695,2397,Sat Jan 10 23:04:06 +0000 2009,Twitter Web Client
Mon Apr 20 15:08:20 +0000 2020,4085,[],1252252768720621568,,,2376,5546,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",152340454,710,995,Sat Jun 05 17:41:35 +0000 2010,Twitter for Android
Mon Apr 20 15:08:26 +0000 2020,5245,[],1252252796054798336,,,3864,5725,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",3290008964,13,40,Fri Jul 24 14:30:29 +0000 2015,Twitter for Android
Mon Apr 20 15:08:27 +0000 2020,8355,[],1252252797141168131,,,3834,3645,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",825341138928287748,90,86,Sat Jan 28 13:53:56 +0000 2017,Twitter for iPhone
Mon Apr 20 15:08:32 +0000 2020,2354,[],1252252818817404928,,,4988,142,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1091816680123219970,13,62,Sat Feb 02 21:52:36 +0000 2019,Twitter for iPhone
Mon Apr 20 15:08:32 +0000 2020,5187,[],1252252820910125056,,,3157,196,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",18662449,3009,4939,Tue Jan 06 04:38:56 +0000 2009,Twitter for iPhone
Mon Apr 20 15:08:35 +0000 2020,9447,[],1252252830250958849,1252121293429911558,126966274,3418,4684,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1177709570619269126,2,3,Fri Sep 27 22:20:29 +0000 2019,Twitter Web App
Mon Apr 20 15:08:38 +0000 2020,7800,[],1252252843668578305,,,3958,223,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",3347725693,274,297,Wed Aug 26 11:03:35 +0000 2015,Twitter Web App
Mon Apr 20 15:08:40 +0000 2020,4515,[],1252252850887053313,,,2577,4308,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1685119375,973,1486,Tue Aug 20 07:02:31 +0000 2013,Twitter for Android
Mon Apr 20 15:08:43 +0000 2020,257,[بھٹو_زندہ_عوام_مردہ],1252252863486713861,,,5841,3443,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1010727767468658689,3017,1829,Sun Jun 24 03:34:12 +0000 2018,Twitter for Android
Mon Apr 20 15:08:44 +0000 2020,232,[],1252252868574433281,,,6516,2994,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1250967984744665095,1,2,Fri Apr 17 02:03:12 +0000 2020,Twitter for iPhone
Mon Apr 20 15:08:44 +0000 2020,7497,[],1252252870063394816,,,2615,137,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",483713103,2204,1797,Sun Feb 05 09:39:21 +0000 2012,Twitter for Android
Mon Apr 20 15:08:47 +0000 2020,9529,[],1252252880473591813,,,3043,7189,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1436575272,300,713,Fri May 17 20:21:21 +0000 2013,Twitter for Android
Mon Apr 20 15:08:47 +0000 2020,1513,[Master],1252252882818088960,,,2994,6876,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",961837934591672320,868,598,Fri Feb 09 05:43:28 +0000 2018,Twitter for Android
Mon Apr 20 15:08:53 +0000 2020,1724,[],1252252907442929665,,,8438,4211,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1336302649,622,1169,Mon Apr 08 10:35:25 +0000 2013,Twitter Web App
Mon Apr 20 15:08:54 +0000 2020,92,[],1252252911557644295,1252251817007816709,32456965,6542,2482,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",405483278,1638,1907,Sat Nov 05 11:25:08 +0000 2011,Twitter Web App
Mon Apr 20 15:08:55 +0000 2020,5316,[],1252252914183266306,,,3874,1265,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",787032685004853249,300,275,Fri Oct 14 20:49:49 +0000 2016,Twitter for iPhone
Mon Apr 20 15:08:56 +0000 2020,3281,[onlyfans],1252252921053536257,,,1909,9291,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1171473613100240896,518,129,Tue Sep 10 17:20:55 +0000 2019,Twitter for iPhone
Mon Apr 20 15:08:59 +0000 2020,2935,[],1252252932264693760,,,154,4575,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1963762915,196,193,Wed Oct 16 01:27:58 +0000 2013,Twitter for Android
Mon Apr 20 15:09:01 +0000 2020,8705,[],1252252939009196032,,,1689,4521,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",3104617110,38,231,Mon Mar 23 10:31:17 +0000 2015,Twitter Web Client
Mon Apr 20 15:09:06 +0000 2020,4858,[],1252252961616662533,1252226337290383361,37034483,8612,1447,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1125471347130265607,104,125,Mon May 06 18:44:14 +0000 2019,Twitter for Android
Mon Apr 20 15:09:06 +0000 2020,8703,[],1252252963373899776,,,6587,6905,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1246819923378216961,2,73,Sun Apr 05 15:20:21 +0000 2020,Twitter Web App
Mon Apr 20 15:09:07 +0000 2020,2325,[],1252252966209323008,1251893005520384000,19397942,4327,2113,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",1098951826232217600,55,144,Fri Feb 22 14:25:07 +0000 2019,Twitter for iPad
Mon Apr 20 15:09:07 +0000 2020,1490,"[OptionsGang, ThePivotStep]",1252252966473666570,,,4794,2776,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",113545099,290,465,Fri Feb 12 04:45:44 +0000 2010,Twitter for iPhone
Mon Apr 20 15:09:07 +0000 2020,2055,[],1252252967102799872,,,3394,8548,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1252250557756190720,4046,15,Mon Apr 20 14:59:59 +0000 2020,Twitter Web App
Mon Apr 20 15:09:09 +0000 2020,7285,[],1252252972723167236,,,5371,7736,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1131548575589179392,27,587,Thu May 23 13:12:58 +0000 2019,Twitter for iPhone
Mon Apr 20 15:09:10 +0000 2020,6408,[],1252252979610161158,,,9516,8561,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",976704655353958400,369,794,Thu Mar 22 06:18:30 +0000 2018,Twitter for Android
Mon Apr 20 15:09:10 +0000 2020,5533,[],1252252980633534466,,,617,3230,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1645110450,29,86,Sun Aug 04 12:37:15 +0000 2013,Twitter for Android
Mon Apr 20 15:09:12 +0000 2020,8466,[],1252252985133985793,,,7781,7809,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",451721395,206,309,Sat Dec 31 22:43:54 +0000 2011,Twitter for iPhone
Mon Apr 20 15:09:13 +0000 2020,8998,[],1252252991899553795,,,6969,1929,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",3255780367,457,342,Thu Jun 25 15:12:34 +0000 2015,Twitter for iPhone
Mon Apr 20 15:09:13 +0000 2020,1324,[conanisoverparty],1252252992071442432,,,2563,2630,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",4668835102,174,159,Thu Dec 31 18:46:24 +0000 2015,Twitter for iPhone
Mon Apr 20 15:09:15 +0000 2020,257,[],1252252997595389954,,,3028,8505,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",965335796474662913,357,253,Sun Feb 18 21:22:43 +0000 2018,Twitter for iPhone
Mon Apr 20 15:09:15 +0000 2020,2001,[ReleaseAmirMintoee],1252253000703176704,,,68,961,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1243785796139638784,4,35,Sat Mar 28 06:24:03 +0000 2020,Twitter for Android
Mon Apr 20 15:09:16 +0000 2020,6438,[],1252253003916197890,1252131949604417539,125270251,7983,662,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1154104977159274496,607,1804,Wed Jul 24 19:04:03 +0000 2019,Twitter Web App
Mon Apr 20 15:09:16 +0000 2020,6151,[],1252253005287772163,,,3277,8122,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1855475192,3872,5001,Wed Sep 11 21:13:03 +0000 2013,Twitter Web App
Mon Apr 20 15:09:20 +0000 2020,4642,[],1252253019577749514,,,8101,6506,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",2174858646,254,270,Mon Nov 04 22:24:13 +0000 2013,Twitter for iPhone
Mon Apr 20 15:09:21 +0000 2020,9978,[],1252253024170450949,1252217569223811072,788998565381021696,1265,4790,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",1155875365711052802,13,172,Mon Jul 29 16:18:57 +0000 2019,Twitter Web App
Mon Apr 20 15:09:22 +0000 2020,4206,[],1252253031002828800,,,6741,7575,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",3908414419,56,167,Fri Oct 16 00:50:04 +0000 2015,Twitter Web App
Mon Apr 20 15:09:24 +0000 2020,333,[],1252253037151744000,,,3176,6797,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1156176444,416,451,Thu Feb 07 06:04:44 +0000 2013,Twitter for Android
Mon Apr 20 15:09:25 +0000 2020,8705,[],1252253040373096454,1251890766546378758,3992637442,8509,6234,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1065305332648308736,2,33,Wed Nov 21 18:05:58 +0000 2018,Twitter for Android
Mon Apr 20 15:09:25 +0000 2020,91,[],1252253040243023878,,,4005,6491,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1188107328446484480,159,561,Sat Oct 26 14:57:32 +0000 2019,Twitter for iPhone
Mon Apr 20 15:09:25 +0000 2020,1329,[],1252253041048289280,,,850,6964,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",626347779,14,272,Wed Jul 04 07:59:41 +0000 2012,Twitter for iPhone
Mon Apr 20 15:09:26 +0000 2020,2973,[Corona],1252253045070508032,,,4559,8194,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1251721797386612736,8,20,Sun Apr 19 03:58:47 +0000 2020,Twitter for Android
Mon Apr 20 15:09:27 +0000 2020,6397,[],1252253049483034625,1252246895977734149,14848798,7215,3758,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>",281319321,124,208,Wed Apr 13 02:13:58 +0000 2011,Twitter Web App
