created_at,favorite_count,hashtags,id,in_reply_to_status_id,in_reply_to_user_id_str,reply_count,retweet_count,source,user_id_str,user_followers_count,user_friends_count,user_created_at,extracted_source
Mon Apr 20 15:08:19 +0000 2020,9022,[],1252252762856919040,,,9755,7945,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",920775481162653696,187,220,Wed Oct 18 22:15:56 +0000 2017,Twitter for iPhone
Mon Apr 20 15:08:21 +0000 2020,3541,[],1252252774705754113,,,6298,3780,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",717911401499471873,847,2215,Thu Apr 07 03:06:31 +0000 2016,Twitter for Android
Mon Apr 20 15:08:24 +0000 2020,5049,[],1252252786961666051,,,6322,2059,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",1108562510997786624,17,104,Thu Mar 21 02:54:33 +0000 2019,Twitter for iPad
Mon Apr 20 15:08:25 +0000 2020,1952,[],1252252790757437441,,,6204,1832,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1363414388,604,537,Fri Apr 19 02:37:28 +0000 2013,Twitter for Android
Mon Apr 20 15:08:29 +0000 2020,9082,[],1252252806658035715,,1149572032226455553,3252,1671,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",1055857191645638656,2,12,Fri Oct 26 16:22:26 +0000 2018,Twitter for Android
Mon Apr 20 15:08:30 +0000 2020,9545,[],1252252811716427781,,,9942,1900,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",2451714550,1042,1014,Tue Apr 01 06:57:24 +0000 2014,Twitter for iPhone
Mon Apr 20 15:08:32 +0000 2020,8807,[],1252252821342257152,,,1901,2616,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",585332008,105,1750,Sun May 20 03:39:38 +0000 2012,Twitter for Android
Mon Apr 20 15:08:33 +0000 2020,2154,[],1252252821988290561,,,1928,195,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>",460516990,239,1098,Tue Jan 10 21:04:28 +0000 2012,Twitter for iPad
Mon Apr 20 15:08:34 +0000 2020,8660,[],1252252825893122050,1252217071448084480,285778397,834,6185,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",225222121,632,1536,Sat Dec 11 01:12:42 +0000 2010,Twitter for iPhone
Mon Apr 20 15:08:35 +0000 2020,3183,[],1252252831127531520,,,4748,7344,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",921425057003454465,3085,4840,Fri Oct 20 17:17:07 +0000 2017,Twitter for iPhone
Mon Apr 20 15:08:37 +0000 2020,5340,[],1252252842133340166,,,8436,4396,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",1141802142581178370,2,49,Thu Jun 20 20:16:59 +0000 2019,Twitter for iPhone
Mon Apr 20 15:08:37 +0000 2020,1967,[],1252252842133463040,,,1014,8698,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",966310351,107,435,Fri Nov 23 15:20:07 +0000 2012,Twitter for iPhone
Mon Apr 20 15:08:39 +0000 2020,1996,[],1252252848966041601,,,5310,9321,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",855126260,108,235,Sun Sep 30 18:13:00 +0000 2012,Twitter for iPhone
Mon Apr 20 15:08:40 +0000 2020,7667,[Corona],1252252852887719939,,,6116,5575,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",414703174,9,83,Thu Nov 17 11:31:38 +0000 2011,Twitter for Android
Mon Apr 20 15:08:40 +0000 2020,4010,[],1252252852988317696,,,6465,211,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",748510084695736320,210,190,Thu Jun 30 13:34:45 +0000 2016,Twitter for iPhone
